seq_1,EU314289.1,98.901,182,2,0,15,196,518,337,8.71e-85,326
seq_1,AF442528.1,100.000,169,0,0,28,196,1,169,6.78e-81,313
seq_1,AF442526.1,99.408,169,1,0,28,196,1,169,3.16e-79,307
seq_1,AF442527.1,98.817,169,2,0,28,196,1,169,1.47e-77,302
seq_1,AF442525.1,98.817,169,2,0,28,196,1,169,1.47e-77,302
seq_1,EU314286.1,92.308,182,14,0,15,196,518,337,8.96e-65,259
seq_1,EU314287.1,91.758,182,15,0,15,196,518,337,4.17e-63,254
seq_1,AF442529.1,93.491,169,11,0,28,196,1,169,1.50e-62,252
seq_1,AY728227.1,89.286,196,21,0,1,196,14034,14229,6.98e-61,246
seq_1,AF442531.1,92.899,169,12,0,28,196,1,169,6.98e-61,246
seq_1,MK029464.1,89.529,191,20,0,6,196,3,193,9.02e-60,243
seq_1,AF442530.1,92.308,169,13,0,28,196,1,169,3.25e-59,241
seq_1,MK029463.1,89.418,189,20,0,8,196,1,189,1.17e-58,239
seq_1,MK029460.1,89.005,191,21,0,6,196,3,193,4.20e-58,237
seq_1,MK029459.1,89.005,191,21,0,6,196,2,192,4.20e-58,237
seq_1,EU314369.1,90.110,182,18,0,15,196,518,337,4.20e-58,237
seq_1,EU314368.1,90.110,182,18,0,15,196,518,337,4.20e-58,237
seq_1,EU314367.1,90.110,182,18,0,15,196,518,337,4.20e-58,237
seq_1,EU314325.1,90.110,182,18,0,15,196,518,337,4.20e-58,237
seq_1,EU314324.1,90.110,182,18,0,15,196,518,337,4.20e-58,237
seq_1,EU314281.1,90.110,182,18,0,15,196,518,337,4.20e-58,237
seq_1,EU314012.1,90.110,182,18,0,15,196,518,337,4.20e-58,237
seq_1,EU313988.1,90.110,182,18,0,15,196,518,337,4.20e-58,237
seq_1,MK029461.1,88.482,191,22,0,6,196,3,193,1.95e-56,231
seq_1,EU314370.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314357.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314305.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314304.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314303.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314302.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314296.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314284.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314279.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314278.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314271.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314232.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
seq_1,EU314231.1,89.560,182,19,0,15,196,518,337,1.95e-56,231
