seq_1,GQ368658.1,93.976,249,15,0,1,249,14045,14293,1.11e-102,377
seq_1,KY788155.1,97.000,200,6,0,50,249,4,203,1.89e-90,337
seq_1,KY788153.1,97.000,200,6,0,50,249,4,203,1.89e-90,337
seq_1,KY788152.1,97.000,200,6,0,50,249,4,203,1.89e-90,337
seq_1,KY788150.1,97.000,200,6,0,50,249,4,203,1.89e-90,337
seq_1,KY788154.1,96.500,200,7,0,50,249,4,203,8.77e-89,331
seq_1,KY788151.1,96.500,200,7,0,50,249,4,203,8.77e-89,331
seq_1,AY691725.1,97.382,191,5,0,59,249,1,191,4.08e-87,326
seq_1,AY691724.1,96.859,191,6,0,59,249,1,191,1.90e-85,320
seq_1,AY659991.1,89.516,248,25,1,3,249,14073,14320,3.18e-83,313
seq_1,AJ584639.1,89.157,249,25,2,3,249,14072,14320,4.11e-82,309
seq_1,KP013120.1,89.113,248,26,1,3,249,14075,14322,1.48e-81,307
seq_1,AY659994.1,89.113,248,26,1,3,249,14073,14320,1.48e-81,307
seq_1,AY659993.1,89.113,248,26,1,3,249,14073,14320,1.48e-81,307
seq_1,AY659992.1,89.868,227,22,1,3,228,14079,14305,1.49e-76,291
seq_1,AY659995.1,89.130,230,24,1,3,231,14076,14305,6.93e-75,285
seq_1,KM523296.1,95.480,177,8,0,73,249,1,177,2.49e-74,283
seq_1,AY728218.1,88.106,227,26,1,3,228,14071,14297,6.98e-70,268
seq_1,KP289200.1,85.714,245,34,1,3,246,14064,14308,1.51e-66,257
seq_1,GU078470.1,86.784,227,29,1,3,228,14065,14291,7.03e-65,252
seq_1,EU880323.1,85.081,248,35,2,3,249,14106,14352,7.03e-65,252
seq_1,AY728234.1,87.156,218,27,1,1,217,14459,14676,3.27e-63,246
seq_1,MK988111.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MK988110.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MK988109.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MK988108.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MK988107.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MK988106.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MK988105.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MK988104.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MK988103.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MK988102.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MK988095.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MK988094.1,96.552,145,5,0,105,249,1,145,1.52e-61,241
seq_1,MF043389.1,84.426,244,38,0,3,246,14073,14316,1.52e-61,241
seq_1,AY728227.1,84.127,252,35,5,1,249,14006,14255,5.47e-61,239
seq_1,MK988101.1,95.862,145,6,0,105,249,1,145,7.08e-60,235
seq_1,MK988100.1,95.862,145,6,0,105,249,1,145,7.08e-60,235
seq_1,MK988099.1,95.862,145,6,0,105,249,1,145,7.08e-60,235
seq_1,MK988097.1,95.862,145,6,0,105,249,1,145,7.08e-60,235
seq_1,MK988096.1,95.862,145,6,0,105,249,1,145,7.08e-60,235
seq_1,MF043390.1,84.914,232,35,0,3,234,14032,14263,7.08e-60,235
seq_1,MK988098.1,98.462,130,2,0,105,234,1,130,3.29e-58,230
seq_1,MN122819.1,83.401,247,41,0,3,249,14091,14337,3.29e-58,230
seq_1,MF043386.1,83.401,247,41,0,3,249,14019,14265,3.29e-58,230
